"filename", "language", "Properties", "JavaScript", "JSON", "HTML", "Vue", "XML", "Docker", "SCSS", "JSON with Comments", "CSS", "TypeScript", "Markdown", "comment", "blank", "total"
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Platform-68e9254a.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Points-4225e5c1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Product-5a1e5897.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Resources-8bc6c3ba.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Settlement-657f5096.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-admin-10e2ece9.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-bianji-b8801b54.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-config-ace47862.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-dangdifill-8fbaa89e.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-daohang-b9b19690.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-decorate-9cb1f399.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-duanxin-54f483bc.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-editor-d425328d.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-financial-4c8375f4.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-form-a9240117.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-geren-3193bce1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-goods-6d565e02.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-inventory-d40b1a4e.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-jiesuo-765eebf7.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-job-110ff676.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-log-3bea7c8f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-members-19689099.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-menu-8f20cf05.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-msg-tip-2715e8a5.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-mudedi-81e46592.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-notice-8b3142d4.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-order-0f980143.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-oss-8cbaa54b.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-pinglun-132f6756.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-prod-02248017.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-role-edff2755.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-set-58fd63fc.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-shanchu-fb7cb791.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-shezhi-ec45a815.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-shoucang-f7fab466.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-shoucangfill-fa941648.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-shouye-1a043af1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-sousuo-9383820c.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-sql-aa7e8b2e.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-store-c58bd5eb.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-suoding-c7135782.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-system-ebb3f573.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-tixing-843ca7a2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-tubiao-be7a71d6.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-vip-5a36857f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-xiangqu-5a8bc696.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-xiangqufill-456d9a81.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-zhedie-d43e5c3f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-zonghe-7a186605.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-06b6492c.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-0a7e9174.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-0abfe176.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-15e8813d.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-1800b261.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-194ee972.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-1ed78fae.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-1f773b17.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-5a45667b.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-771715cc.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-869bb97f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-8a688371.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-97bef94b.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-a08e6c58.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-a120c152.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-a8b798a1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-ac6793f4.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-b2d68f11.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-b451e02e.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-de8ff12d.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-ea4cc5c2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-edf54585.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\index-f985fad2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\lodash-es@4.17.21-53d52778.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\lodash-unified@1.0.3_@types_lodash-es@4.17.12_lodash-es@4.17.21_lodash@4.17.21-d8bd5cdb.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\lodash@4.17.21-08c1e7a6.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\memoize-one@6.0.0-43ba193c.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\moment@2.29.4-4717c495.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 11
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\normalize-wheel-es@1.2.0-fb80f16a.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 15
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\object-inspect@1.13.3-0d0634c3.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\pinia@2.0.33_vue@3.2.47-da3f2561.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 6
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\qs@6.11.1-8e85f023.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\set-function-length@1.2.2-7418ecdf.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\side-channel@1.0.6-025da103.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\icons\default\icons.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\jquery.tinymce.min.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 91
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\langs\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\langs\zh_CN.js", "JavaScript", 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 261
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\advlist\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\anchor\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autolink\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autoresize\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autosave\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\bbcode\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\charmap\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\code\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\codesample\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\colorpicker\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\contextmenu\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\directionality\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.js", "JavaScript", 0, 9422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9424
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojis.js", "JavaScript", 0, 9422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9423
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojis.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\fullpage\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\fullscreen\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\help\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\hr\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\image\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\imagetools\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\importcss\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\insertdatetime\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\legacyoutput\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\link\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\lists\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\media\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\nonbreaking\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\noneditable\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\pagebreak\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\paste\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\preview\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\print\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\quickbars\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\save\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\searchreplace\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\spellchecker\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\tabfocus\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\table\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\template\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\textcolor\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\textpattern\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\toc\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\visualblocks\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\visualchars\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\wordcount\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\content\dark\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
