Date : 2024-12-04 09:34:19
Directory : d:\APractce\MALL\mall4v-master
Total : 517 files,  59768 codes, 1723 comments, 1111 blanks, all 62602 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\object-inspect@1.13.3-0d0634c3.js                                                          | JavaScript         |          4 |          0 |          1 |          5 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\pinia@2.0.33_vue@3.2.47-da3f2561.js                                                        | JavaScript         |          2 |          3 |          1 |          6 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\qs@6.11.1-8e85f023.js                                                                      | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\set-function-length@1.2.2-7418ecdf.js                                                      | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\side-channel@1.0.6-025da103.js                                                             | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\icons\default\icons.min.js                                              | JavaScript         |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\jquery.tinymce.min.js                                                   | JavaScript         |         34 |         57 |          0 |         91 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\langs\README.md                                                         | Markdown           |          2 |          0 |          2 |          4 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\langs\zh_CN.js                                                          | JavaScript         |        261 |          0 |          0 |        261 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\advlist\plugin.min.js                                           | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\anchor\plugin.min.js                                            | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autolink\plugin.min.js                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autoresize\plugin.min.js                                        | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\autosave\plugin.min.js                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\bbcode\plugin.min.js                                            | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\charmap\plugin.min.js                                           | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\code\plugin.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\codesample\plugin.min.js                                        | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\colorpicker\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\contextmenu\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\directionality\plugin.min.js                                    | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.js                                     | JavaScript         |      9,422 |          2 |          0 |      9,424 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.min.js                                 | JavaScript         |          1 |          2 |          0 |          3 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojis.js                                          | JavaScript         |      9,422 |          1 |          0 |      9,423 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\js\emojis.min.js                                      | JavaScript         |          1 |          1 |          0 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\emoticons\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\fullpage\plugin.min.js                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\fullscreen\plugin.min.js                                        | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\help\plugin.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\hr\plugin.min.js                                                | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\image\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\imagetools\plugin.min.js                                        | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\importcss\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\insertdatetime\plugin.min.js                                    | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\legacyoutput\plugin.min.js                                      | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\link\plugin.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\lists\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\media\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\nonbreaking\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\noneditable\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\pagebreak\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\paste\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\preview\plugin.min.js                                           | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\print\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\quickbars\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\save\plugin.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\searchreplace\plugin.min.js                                     | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\spellchecker\plugin.min.js                                      | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\tabfocus\plugin.min.js                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\table\plugin.min.js                                             | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\template\plugin.min.js                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\textcolor\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\textpattern\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\toc\plugin.min.js                                               | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\visualblocks\plugin.min.js                                      | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\visualchars\plugin.min.js                                       | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\plugins\wordcount\plugin.min.js                                         | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\content\dark\content.min.css                                      | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\content\default\content.min.css                                   | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\content\document\content.min.css                                  | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\content\writer\content.min.css                                    | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.inline.min.css                              | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.min.css                                     | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.mobile.min.css                              | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.min.css                                        | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.mobile.min.css                                 | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.shadowdom.min.css                              | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\content.inline.min.css                                   | CSS                |          2 |          6 |          1 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\content.min.css                                          | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\content.mobile.min.css                                   | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.min.css                                             | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.mobile.min.css                                      | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.shadowdom.min.css                                   | CSS                |          1 |          6 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\themes\mobile\theme.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\themes\silver\theme.min.js                                              | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\tinymce.d.ts                                                            | TypeScript         |      3,036 |          0 |          1 |      3,037 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\tinymce\js\tinymce\tinymce.min.js                                                          | JavaScript         |          1 |          8 |          0 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\vue-cookies@1.8.3-b35a0960.js                                                              | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\vue-demi@0.14.10_vue@3.2.47-71ba0ef2.js                                                    | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\vue-router@4.1.6_vue@3.2.47-3725844c.js                                                    | JavaScript         |          2 |          3 |          1 |          6 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\js\vue@3.2.47-3eac09d8.js                                                                     | JavaScript         |          1 |          0 |          1 |          2 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Data-1ebb8182.svg                                                                    | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Distribution-3748c095.svg                                                            | XML                |          3 |          0 |          1 |          4 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Distribution1-9ae4c7c7.svg                                                           | XML                |         15 |          0 |          2 |         17 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Finance-0ff2b22f.svg                                                                 | XML                |         11 |          0 |          1 |         12 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Group-abfae1a0.svg                                                                   | XML                |          6 |          0 |          1 |          7 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Live-36cc026c.svg                                                                    | XML                |         27 |          0 |          1 |         28 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Marketing-ad0309cd.svg                                                               | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Message-60c9e86b.svg                                                                 | XML                |          5 |          0 |          1 |          6 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Platform-7279f532.svg                                                                | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Points-21022600.svg                                                                  | XML                |          9 |          0 |          1 |         10 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Product-8834b67d.svg                                                                 | XML                |          8 |          0 |          1 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Resources-bea96d4e.svg                                                               | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-Settlement-4de07597.svg                                                              | XML                |          9 |          0 |          1 |         10 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-admin-f4863b34.svg                                                                   | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-bianji-24ecca1c.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-config-01266695.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-dangdifill-69d75b71.svg                                                              | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-daohang-13057925.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-decorate-94ae9d30.svg                                                                | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-duanxin-f83222d8.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-editor-c3ba17ef.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-financial-b6b7fa64.svg                                                               | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-form-b3b790bb.svg                                                                    | XML                |          8 |          0 |          1 |          9 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-geren-f45fddf8.svg                                                                   | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-goods-7dcd0155.svg                                                                   | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-inventory-f333a644.svg                                                               | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-jiesuo-8c0df469.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-job-0dbab539.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-log-26ff4379.svg                                                                     | XML                |          5 |          0 |          1 |          6 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-members-8a7b42b4.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-menu-76348f87.svg                                                                    | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-msg-tip-a35117ca.svg                                                                 | XML                |         18 |          0 |          1 |         19 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-mudedi-5a2db329.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-notice-0da71086.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-order-41b566c7.svg                                                                   | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-oss-33d77e0d.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-pinglun-db6d85d9.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-prod-22105ba2.svg                                                                    | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-role-63c9641d.svg                                                                    | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-set-389d5fe4.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-shanchu-bd5eb1d7.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-shezhi-4d9460ab.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-shoucang-8c2bde76.svg                                                                | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-shoucangfill-3bd54b8c.svg                                                            | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-shouye-fa2b9db9.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-sousuo-4a8328e0.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-sql-a28d6152.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-store-0e290139.svg                                                                   | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-suoding-77102cf9.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-system-d964780f.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-tixing-f5e98d32.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-tubiao-9570a61a.svg                                                                  | XML                |          7 |          0 |          1 |          8 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-vip-6f488eb6.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-xiangqu-66384877.svg                                                                 | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-xiangqufill-04d18a9e.svg                                                             | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-zhedie-b0e260e2.svg                                                                  | XML                |         19 |          0 |          1 |         20 |
| d:\APractce\MALL\mall4v-master\shopAdmin\static\svg\icon-zonghe-5e10cfbe.svg                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\src\App.vue                                                                                                    | Vue                |         10 |          1 |          2 |         13 |
| d:\APractce\MALL\mall4v-master\src\assets\app.scss                                                                                            | SCSS               |         26 |          1 |          1 |         28 |
| d:\APractce\MALL\mall4v-master\src\assets\img\message.svg                                                                                     | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\src\assets\scss\_base.scss                                                                                     | SCSS               |        330 |         17 |         24 |        371 |
| d:\APractce\MALL\mall4v-master\src\assets\scss\_normalize.scss                                                                                | SCSS               |        189 |        165 |         93 |        447 |
| d:\APractce\MALL\mall4v-master\src\assets\scss\_variables.scss                                                                                | SCSS               |          5 |          5 |          4 |         14 |
| d:\APractce\MALL\mall4v-master\src\assets\scss\index.scss                                                                                     | SCSS               |          3 |          0 |          1 |          4 |
| d:\APractce\MALL\mall4v-master\src\components\mul-pic-upload\index.vue                                                                        | Vue                |         91 |          0 |          9 |        100 |
| d:\APractce\MALL\mall4v-master\src\components\pic-upload\index.vue                                                                            | Vue                |         92 |          0 |          5 |         97 |
| d:\APractce\MALL\mall4v-master\src\components\prods-select\index.vue                                                                          | Vue                |        221 |          0 |          6 |        227 |
| d:\APractce\MALL\mall4v-master\src\components\tiny-mce\dynamicLoadScript.js                                                                   | JavaScript         |         49 |          4 |          8 |         61 |
| d:\APractce\MALL\mall4v-master\src\components\tiny-mce\index.vue                                                                              | Vue                |        212 |          2 |         14 |        228 |
| d:\APractce\MALL\mall4v-master\src\components\tiny-mce\plugins.js                                                                             | JavaScript         |          2 |          3 |          3 |          8 |
| d:\APractce\MALL\mall4v-master\src\components\tiny-mce\toolbar.js                                                                             | JavaScript         |          2 |          2 |          3 |          7 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\Verify.vue                                                                           | Vue                |        428 |          1 |         33 |        462 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\Verify\VerifyPoints.vue                                                              | Vue                |        257 |          1 |          4 |        262 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\Verify\VerifySlide.vue                                                               | Vue                |        451 |          1 |         13 |        465 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\api\index.js                                                                         | JavaScript         |         15 |          6 |          4 |         25 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\utils\ase.js                                                                         | JavaScript         |          7 |          4 |          1 |         12 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\utils\axios.js                                                                       | JavaScript         |         23 |          1 |          4 |         28 |
| d:\APractce\MALL\mall4v-master\src\components\verifition\utils\util.js                                                                        | JavaScript         |         29 |          0 |          7 |         36 |
| d:\APractce\MALL\mall4v-master\src\crud\admin\form.js                                                                                         | JavaScript         |         70 |          0 |          1 |         71 |
| d:\APractce\MALL\mall4v-master\src\crud\admin\indexImg.js                                                                                     | JavaScript         |         47 |          0 |          1 |         48 |
| d:\APractce\MALL\mall4v-master\src\crud\admin\message.js                                                                                      | JavaScript         |         52 |          0 |          1 |         53 |
| d:\APractce\MALL\mall4v-master\src\crud\prod\prodComm.js                                                                                      | JavaScript         |         77 |          0 |          1 |         78 |
| d:\APractce\MALL\mall4v-master\src\crud\prod\prodList.js                                                                                      | JavaScript         |         58 |          0 |          2 |         60 |
| d:\APractce\MALL\mall4v-master\src\crud\prod\prodTag.js                                                                                       | JavaScript         |         46 |          0 |          1 |         47 |
| d:\APractce\MALL\mall4v-master\src\crud\prod\spec.js                                                                                          | JavaScript         |         30 |          0 |          1 |         31 |
| d:\APractce\MALL\mall4v-master\src\crud\shop\hotSearch.js                                                                                     | JavaScript         |         52 |          0 |          1 |         53 |
| d:\APractce\MALL\mall4v-master\src\crud\shop\notice.js                                                                                        | JavaScript         |         52 |          0 |          1 |         53 |
| d:\APractce\MALL\mall4v-master\src\crud\shop\pickAddr.js                                                                                      | JavaScript         |         43 |          0 |          1 |         44 |
| d:\APractce\MALL\mall4v-master\src\crud\shop\transport.js                                                                                     | JavaScript         |         27 |          0 |          1 |         28 |
| d:\APractce\MALL\mall4v-master\src\crud\sys\area.js                                                                                           | JavaScript         |         30 |          0 |          1 |         31 |
| d:\APractce\MALL\mall4v-master\src\crud\sys\config.js                                                                                         | JavaScript         |         33 |          0 |          1 |         34 |
| d:\APractce\MALL\mall4v-master\src\crud\sys\log.js                                                                                            | JavaScript         |         47 |          0 |          1 |         48 |
| d:\APractce\MALL\mall4v-master\src\crud\sys\role.js                                                                                           | JavaScript         |         33 |          0 |          1 |         34 |
| d:\APractce\MALL\mall4v-master\src\crud\sys\user.js                                                                                           | JavaScript         |         49 |          0 |          2 |         51 |
| d:\APractce\MALL\mall4v-master\src\crud\user\addr.js                                                                                          | JavaScript         |         80 |          0 |          1 |         81 |
| d:\APractce\MALL\mall4v-master\src\crud\user\user.js                                                                                          | JavaScript         |         52 |          1 |          1 |         54 |
| d:\APractce\MALL\mall4v-master\src\icons\SvgIcon.vue                                                                                          | Vue                |         43 |          0 |          5 |         48 |
| d:\APractce\MALL\mall4v-master\src\icons\svg\icon-Data.svg                                                                                    | XML                |          1 |          0 |          0 |          1 |
| d:\APractce\MALL\mall4v-master\src\icons\svg\icon-Distribution.svg                                                                            | XML                |          3 |          0 |          1 |          4 |
| d:\APractce\MALL\mall4v-master\src\icons\svg\icon-Distribution1.svg                                                                           | XML                |         15 |          0 |          2 |         17 |
| d:\APractce\MALL\mall4v-master\src\icons\svg\icon-Finance.svg                                                                                 | XML                |         11 |          0 |          1 |         12 |
| d:\APractce\MALL\mall4v-master\src\icons\svg\icon-Group.svg                                                                                   | XML                |          6 |          0 |          1 |          7 |
